2.598076211,4.5,0,
2.551386823,4.473607022,0,
2.505386843,4.447445256,0,
2.460062874,4.421511397,0,
2.415401839,4.395802205,0,
2.371390977,4.370314501,0,
2.328017834,4.345045165,0,
2.28527025,4.319991138,0,
2.243136357,4.295149419,0,
2.201604564,4.270517064,0,
2.160663554,4.246091183,0,
2.120302274,4.221868941,0,
2.08050993,4.197847557,0,
2.041275976,4.1740243,0,
2.00259011,4.150396492,0,
1.964442267,4.126961503,0,
1.926822612,4.103716753,0,
1.889721533,4.08065971,0,
1.853129636,4.057787888,0,
1.817037738,4.035098847,0,
1.781436865,4.012590194,0,
1.74631824,3.990259577,0,
1.711673282,3.96810469,0,
1.677493601,3.946123267,0,
1.643770992,3.924313087,0,
1.610497428,3.902671968,0,
1.57766506,3.881197767,0,
1.545266208,3.859888384,0,
1.513293358,3.838741756,0,
1.481739159,3.817755858,0,
1.450596416,3.796928702,0,
1.41985809,3.776258341,0,
1.389517291,3.755742859,0,
1.359567272,3.73538038,0,
1.330001433,3.715169064,0,
1.300813308,3.695107102,0,
1.271996569,3.675192724,0,
1.243545018,3.655424193,0,
1.215452587,3.635799804,0,
1.18771333,3.616317888,0,
1.160321427,3.596976809,0,
1.133271172,3.577774963,0,
1.10655698,3.55871078,0,
1.080173376,3.539782723,0,
1.054114995,3.520989286,0,
1.028376581,3.502328997,0,
1.002952982,3.483800417,0,
0.977839149,3.465402138,0,
0.953030132,3.447132787,0,
0.92852108,3.428991021,0,
0.904307233,3.410975533,0,
0.880383928,3.393085048,0,
0.856746591,3.375318326,0,
0.833390734,3.357674162,0,
0.810311958,3.340151383,0,
0.787505946,3.322748857,0,
0.764968463,3.305465485,0,
0.742695354,3.288300207,0,
0.720682542,3.271252004,0,
0.698926026,3.254319896,0,
0.677421878,3.237502945,0,
0.656166243,3.22080026,0,
0.635155335,3.204210994,0,
0.614385438,3.18773435,0,
0.593852901,3.171369586,0,
0.57355414,3.155116011,0,
0.553485631,3.138972999,0,
0.533643915,3.122939984,0,
0.514025588,3.107016474,0,
0.494627308,3.09120205,0,
0.475445787,3.07549638,0,
0.456477791,3.059899221,0,
0.437720139,3.044410436,0,
0.419169701,3.029030001,0,
0.400823394,3.01375802,0,
0.382678184,2.998594745,0,
0.364731078,2.983540593,0,
0.346979129,2.968596172,0,
0.329419427,2.953762312,0,
0.3120491,2.939040099,0,
0.294865309,2.924430923,0,
0.277865248,2.909936532,0,
0.261046137,2.895559102,0,
0.244405216,2.88130133,0,
0.227939746,2.867166543,0,
0.211646998,2.853158851,0,
0.195524245,2.839283343,0,
0.179568755,2.825546348,0,
0.163777775,2.811955795,0,
0.148148518,2.798521714,0,
0.132678141,2.78525694,0,
0.117363708,2.772178159,0,
0.102202154,2.759307466,0,
0.087190213,2.746674819,0,
0.072324318,2.734322024,0,
0.057600431,2.722309607,0,
0.043013749,2.710729394,0,
0.028558137,2.699729521,0,
0.014224933,2.689569421,0,
-2.8E-15,2.680756756,0,
